Company,Date,high_mean,low_mean,adj_close_mean,volume_mean
NKE,2022-04-08,129.929993,127.879997,125.008842,4877400.0
NKE,2022-04-11,126.870003,124.32,121.91655,6365400.0
NKE,2022-04-12,128.100006,124.339996,121.975067,5146800.0
NKE,2022-04-13,127.860001,125.040001,124.365021,5119300.0
NKE,2022-04-14,134.380005,128.889999,130.18869,12811300.0
NKE,2022-04-18,133.389999,130.309998,128.403534,5298200.0
NKE,2022-04-19,137.479996,132.779999,133.690704,7346100.0
NKE,2022-04-20,138.649994,135.660004,132.539597,5309700.0
NKE,2022-04-21,139.139999,135.080002,132.139664,6562400.0
NKE,2022-04-22,134.929993,128.710007,125.906303,7321700.0
NKE,2022-04-25,128.940002,124.849998,124.803993,6512500.0
NKE,2022-04-26,127.589996,120.480003,117.565865,7977900.0
NKE,2022-04-27,124.0,121.089996,118.268219,6007800.0
NKE,2022-04-28,127.970001,122.599998,123.935814,6551600.0
