Date,Adj Close,Company
2019-07-18,153.819717,ADDYY
2019-07-19,151.38472,ADDYY
2019-07-22,153.897018,ADDYY
2019-07-23,153.462204,ADDYY
2019-07-24,152.495941,ADDYY
2019-07-25,152.321991,ADDYY
2019-07-26,156.20639,ADDYY
2019-07-29,155.64595,ADDYY
2019-07-30,150.292831,ADDYY
2019-07-31,154.080597,ADDYY
2019-08-01,157.916656,ADDYY
2019-08-02,151.162491,ADDYY
2019-08-05,144.272995,ADDYY
2019-08-06,147.838516,ADDYY
2019-08-07,149.87735,ADDYY
2019-08-08,144.562912,ADDYY
2019-08-09,140.842758,ADDYY
2019-08-12,142.137573,ADDYY
2019-08-13,141.751053,ADDYY
2019-08-14,137.112976,ADDYY
2019-08-15,138.146896,ADDYY
2019-08-16,138.088913,ADDYY
2019-08-19,138.987549,ADDYY
2019-08-20,140.069778,ADDYY
2019-08-21,142.224548,ADDYY
2019-08-22,140.949051,ADDYY
2019-08-23,138.678345,ADDYY
2019-08-26,140.475601,ADDYY
2019-08-27,141.122986,ADDYY
2019-08-28,142.098923,ADDYY
2019-08-29,142.755981,ADDYY
2019-08-30,143.442032,ADDYY
2019-09-03,143.867188,ADDYY
2019-09-04,145.577484,ADDYY
2019-09-05,146.379486,ADDYY
2019-09-06,148.640518,ADDYY
2019-09-09,148.28302,ADDYY
2019-09-10,144.466248,ADDYY
2019-09-11,144.524231,ADDYY
2019-09-12,147.828873,ADDYY
2019-09-13,146.234528,ADDYY
2019-09-16,142.804276,ADDYY
2019-09-17,145.152298,ADDYY
2019-09-18,146.379486,ADDYY
2019-09-19,146.398773,ADDYY
2019-09-20,145.819046,ADDYY
2019-09-23,145.345566,ADDYY
2019-09-24,145.577484,ADDYY
2019-09-25,142.862274,ADDYY
2019-09-26,147.654938,ADDYY
2019-09-27,150.631027,ADDYY
2019-09-30,150.447433,ADDYY
2019-10-01,149.481186,ADDYY
2019-10-02,142.649689,ADDYY
2019-10-03,143.809204,ADDYY
2019-10-04,144.910751,ADDYY
2019-10-07,144.775467,ADDYY
2019-10-08,143.15213,ADDYY
2019-10-09,148.572891,ADDYY
2019-10-10,148.40863,ADDYY
2019-10-11,149.065704,ADDYY
2019-10-14,149.597137,ADDYY
2019-10-15,152.824448,ADDYY
2019-10-16,150.718002,ADDYY
2019-10-17,151.983795,ADDYY
2019-10-18,152.235031,ADDYY
2019-10-21,152.863083,ADDYY
2019-10-22,150.080276,ADDYY
2019-10-23,148.118729,ADDYY
2019-10-24,146.669342,ADDYY
2019-10-25,147.249115,ADDYY
2019-10-28,149.539154,ADDYY
2019-10-29,148.379639,ADDYY
2019-10-30,149.79039,ADDYY
2019-10-31,149.14299,ADDYY
2019-11-01,151.278427,ADDYY
2019-11-04,153.916336,ADDYY
2019-11-05,149.935333,ADDYY
2019-11-06,143.335724,ADDYY
2019-11-07,146.38913,ADDYY
2019-11-08,145.490509,ADDYY
2019-11-11,144.2827,ADDYY
2019-11-12,143.181122,ADDYY
2019-11-13,141.132645,ADDYY
2019-11-14,141.171295,ADDYY
2019-11-15,142.968552,ADDYY
2019-11-18,145.132996,ADDYY
2019-11-19,145.335907,ADDYY
2019-11-20,145.838348,ADDYY
2019-11-21,146.147568,ADDYY
2019-11-22,145.606461,ADDYY
2019-11-25,146.137909,ADDYY
2019-11-26,147.906174,ADDYY
2019-11-27,150.234863,ADDYY
2019-11-29,150.785645,ADDYY
2019-12-02,147.258774,ADDYY
2019-12-03,149.809708,ADDYY
2019-12-04,148.592224,ADDYY
2019-12-05,148.263687,ADDYY
2019-12-06,149.056,ADDYY
2019-12-09,146.34082,ADDYY
2019-12-10,147.365051,ADDYY
2019-12-11,149.925659,ADDYY
2019-12-12,149.819366,ADDYY
2019-12-13,149.838715,ADDYY
2019-12-16,153.829361,ADDYY
2019-12-17,154.409134,ADDYY
2019-12-18,155.240128,ADDYY
2019-12-19,154.756989,ADDYY
2019-12-20,155.926163,ADDYY
2019-12-23,155.694275,ADDYY
2019-12-24,155.81987,ADDYY
2019-12-26,156.728149,ADDYY
2019-12-27,157.771729,ADDYY
2019-12-30,156.786133,ADDYY
2019-12-31,157.307938,ADDYY
2020-01-02,157.820038,ADDYY
2020-01-03,157.182312,ADDYY
2020-01-06,157.45285,ADDYY
2020-01-07,158.950577,ADDYY
2020-01-08,163.115173,ADDYY
2020-01-09,166.757996,ADDYY
2020-01-10,165.68544,ADDYY
2020-01-13,167.163834,ADDYY
2020-01-14,168.497269,ADDYY
2020-01-15,170.313843,ADDYY
2020-01-16,169.830719,ADDYY
2020-01-17,167.10585,ADDYY
2020-01-21,167.0672,ADDYY
2020-01-22,168.613235,ADDYY
2020-01-23,166.777328,ADDYY
2020-01-24,165.443893,ADDYY
2020-01-27,159.694595,ADDYY
2020-01-28,160.486938,ADDYY
2020-01-29,157.037369,ADDYY
2020-01-30,157.018051,ADDYY
2020-01-31,152.824448,ADDYY
2020-02-03,152.379974,ADDYY
2020-02-04,155.839203,ADDYY
2020-02-05,154.950226,ADDYY
2020-02-06,153.887344,ADDYY
2020-02-07,152.621536,ADDYY
2020-02-10,151.191483,ADDYY
2020-02-11,151.471695,ADDYY
2020-02-12,153.384888,ADDYY
2020-02-13,151.046524,ADDYY
2020-02-14,150.843628,ADDYY
2020-02-18,148.949722,ADDYY
2020-02-19,152.698837,ADDYY
2020-02-20,149.713089,ADDYY
2020-02-21,147.935165,ADDYY
2020-02-24,138.079254,ADDYY
2020-02-25,137.402863,ADDYY
2020-02-26,136.774796,ADDYY
2020-02-27,134.890594,ADDYY
2020-02-28,134.465424,ADDYY
2020-03-02,132.851761,ADDYY
2020-03-03,134.088593,ADDYY
2020-03-04,137.741058,ADDYY
2020-03-05,133.576477,ADDYY
2020-03-06,131.653595,ADDYY
2020-03-09,123.179451,ADDYY
2020-03-10,125.169937,ADDYY
2020-03-11,108.183022,ADDYY
2020-03-12,92.713112,ADDYY
2020-03-13,94.017578,ADDYY
2020-03-16,91.234734,ADDYY
2020-03-17,91.988411,ADDYY
2020-03-18,87.050804,ADDYY
2020-03-19,91.225067,ADDYY
2020-03-20,93.708366,ADDYY
2020-03-23,93.466805,ADDYY
2020-03-24,101.989265,ADDYY
2020-03-25,110.637329,ADDYY
2020-03-26,115.188438,ADDYY
2020-03-27,110.859573,ADDYY
2020-03-30,111.139778,ADDYY
2020-03-31,107.709557,ADDYY
2020-04-01,104.144028,ADDYY
2020-04-02,102.230835,ADDYY
2020-04-03,98.414078,ADDYY
2020-04-06,105.419495,ADDYY
2020-04-07,108.849747,ADDYY
2020-04-08,113.874321,ADDYY
2020-04-09,120.039093,ADDYY
2020-04-13,117.488144,ADDYY
2020-04-14,120.454582,ADDYY
2020-04-15,113.294556,ADDYY
2020-04-16,111.284721,ADDYY
2020-04-17,115.95179,ADDYY
2020-04-20,115.401009,ADDYY
2020-04-21,111.44899,ADDYY
2020-04-22,108.656487,ADDYY
2020-04-23,107.255409,ADDYY
2020-04-24,108.289307,ADDYY
2020-04-27,108.318291,ADDYY
2020-04-28,107.01384,ADDYY
2020-04-29,111.941788,ADDYY
2020-04-30,110.34745,ADDYY
2020-05-01,108.366608,ADDYY
2020-05-04,104.646484,ADDYY
2020-05-05,104.066727,ADDYY
2020-05-06,103.622246,ADDYY
2020-05-07,109.545456,ADDYY
2020-05-08,108.704803,ADDYY
2020-05-11,107.342369,ADDYY
2020-05-12,105.100624,ADDYY
2020-05-13,102.907211,ADDYY
2020-05-14,102.849236,ADDYY
2020-05-15,105.148949,ADDYY
2020-05-18,113.980606,ADDYY
2020-05-19,113.565109,ADDYY
2020-05-20,116.318962,ADDYY
2020-05-21,114.647331,ADDYY
2020-05-22,115.178772,ADDYY
2020-05-26,120.66716,ADDYY
2020-05-27,124.918724,ADDYY
2020-05-28,126.590347,ADDYY
2020-05-29,128.687149,ADDYY
2020-06-01,132.078766,ADDYY
2020-06-02,130.677673,ADDYY
2020-06-03,137.20961,ADDYY
2020-06-04,139.634933,ADDYY
2020-06-05,144.147385,ADDYY
2020-06-08,141.857346,ADDYY
2020-06-09,138.098572,ADDYY
2020-06-10,136.253006,ADDYY
2020-06-11,125.855995,ADDYY
2020-06-12,126.822273,ADDYY
2020-06-15,128.503586,ADDYY
2020-06-16,130.194534,ADDYY
2020-06-17,130.783966,ADDYY
2020-06-18,130.223526,ADDYY
2020-06-19,127.537308,ADDYY
2020-06-22,128.986694,ADDYY
2020-06-23,132.310654,ADDYY
2020-06-24,127.566299,ADDYY
2020-06-25,131.151123,ADDYY
2020-06-26,125.614433,ADDYY
2020-06-29,125.90432,ADDYY
2020-06-30,127.237762,ADDYY
2020-07-01,128.600189,ADDYY
2020-07-02,132.503906,ADDYY
2020-07-06,135.460678,ADDYY
2020-07-07,130.667999,ADDYY
2020-07-08,130.436111,ADDYY
2020-07-09,129.025345,ADDYY
2020-07-10,129.189606,ADDYY
2020-07-13,130.581039,ADDYY
2020-07-14,129.93364,ADDYY
2020-07-15,133.692398,ADDYY
2020-07-16,131.837189,ADDYY
2020-07-17,131.672928,ADDYY
2020-07-20,134.088593,ADDYY
2020-07-21,137.20961,ADDYY
2020-07-22,137.914993,ADDYY
2020-07-23,135.161133,ADDYY
2020-07-24,134.552399,ADDYY
2020-07-27,136.214355,ADDYY
2020-07-28,134.890594,ADDYY
2020-07-29,138.59137,ADDYY
2020-07-30,135.035522,ADDYY
2020-07-31,132.745483,ADDYY
2020-08-03,135.528305,ADDYY
2020-08-04,135.354385,ADDYY
2020-08-05,137.499496,ADDYY
2020-08-06,141.47084,ADDYY
2020-08-07,141.895996,ADDYY
2020-08-10,145.906006,ADDYY
2020-08-11,147.838516,ADDYY
2020-08-12,150.795288,ADDYY
2020-08-13,152.930756,ADDYY
2020-08-14,151.94516,ADDYY
2020-08-17,153.906662,ADDYY
2020-08-18,154.988892,ADDYY
2020-08-19,149.693756,ADDYY
2020-08-20,149.867691,ADDYY
2020-08-21,147.461685,ADDYY
2020-08-24,147.20079,ADDYY
2020-08-25,147.210449,ADDYY
2020-08-26,147.355408,ADDYY
2020-08-27,145.877014,ADDYY
2020-08-28,145.992966,ADDYY
2020-08-31,147.72258,ADDYY
2020-09-01,146.476089,ADDYY
2020-09-02,152.59256,ADDYY
2020-09-03,151.288101,ADDYY
2020-09-04,151.12384,ADDYY
2020-09-08,147.365051,ADDYY
2020-09-09,152.264023,ADDYY
2020-09-10,154.061279,ADDYY
2020-09-11,155.868195,ADDYY
2020-09-14,158.544739,ADDYY
2020-09-15,159.539993,ADDYY
2020-09-16,160.612549,ADDYY
2020-09-17,160.158401,ADDYY
2020-09-18,160.361328,ADDYY
2020-09-21,155.278778,ADDYY
2020-09-22,155.143494,ADDYY
2020-09-23,158.873276,ADDYY
2020-09-24,157.259598,ADDYY
2020-09-25,157.993958,ADDYY
2020-09-28,159.636612,ADDYY
2020-09-29,159.887863,ADDYY
2020-09-30,157.626801,ADDYY
2020-10-01,158.525421,ADDYY
2020-10-02,157.5495,ADDYY
2020-10-05,156.844116,ADDYY
2020-10-06,155.684601,ADDYY
2020-10-07,158.57373,ADDYY
2020-10-08,158.167892,ADDYY
2020-10-09,161.385559,ADDYY
2020-10-12,163.240799,ADDYY
2020-10-13,162.409805,ADDYY
2020-10-14,161.115021,ADDYY
2020-10-15,157.259598,ADDYY
2020-10-16,160.641541,ADDYY
2020-10-19,159.820206,ADDYY
2020-10-20,161.540146,ADDYY
2020-10-21,157.491531,ADDYY
2020-10-22,161.298599,ADDYY
2020-10-23,162.013641,ADDYY
2020-10-26,156.486603,ADDYY
2020-10-27,155.017853,ADDYY
2020-10-28,145.036362,ADDYY
2020-10-29,146.862595,ADDYY
2020-10-30,143.596634,ADDYY
2020-11-02,145.906006,ADDYY
2020-11-03,152.360641,ADDYY
2020-11-04,151.81955,ADDYY
2020-11-05,157.568817,ADDYY
2020-11-06,159.82988,ADDYY
2020-11-09,169.453873,ADDYY
2020-11-10,161.259933,ADDYY
2020-11-11,159.887863,ADDYY
2020-11-12,155.34642,ADDYY
2020-11-13,155.249786,ADDYY
2020-11-16,157.346573,ADDYY
2020-11-17,159.849197,ADDYY
2020-11-18,161.617462,ADDYY
2020-11-19,162.902588,ADDYY
2020-11-20,161.356598,ADDYY
2020-11-23,161.385559,ADDYY
2020-11-24,160.834793,ADDYY
2020-11-25,158.022949,ADDYY
2020-11-27,157.20163,ADDYY
2020-11-30,154.699005,ADDYY
2020-12-01,159.414368,ADDYY
2020-12-02,157.298248,ADDYY
2020-12-03,161.356598,ADDYY
2020-12-04,161.714096,ADDYY
2020-12-07,163.955826,ADDYY
2020-12-08,164.361664,ADDYY
2020-12-09,165.608154,ADDYY
2020-12-10,168.932098,ADDYY
2020-12-11,166.642044,ADDYY
2020-12-14,168.516602,ADDYY
2020-12-15,171.086853,ADDYY
2020-12-16,171.048203,ADDYY
2020-12-17,174.942261,ADDYY
2020-12-18,172.439636,ADDYY
2020-12-21,171.618301,ADDYY
2020-12-22,172.603912,ADDYY
2020-12-23,173.231964,ADDYY
2020-12-24,174.333511,ADDYY
2020-12-28,176.410995,ADDYY
2020-12-29,177.154999,ADDYY
2020-12-30,177.309616,ADDYY
2020-12-31,176.816818,ADDYY
2021-01-04,174.739334,ADDYY
2021-01-05,172.690857,ADDYY
2021-01-06,173.637802,ADDYY
2021-01-07,172.207733,ADDYY
2021-01-08,174.961578,ADDYY
2021-01-11,171.85022,ADDYY
2021-01-12,169.994965,ADDYY
2021-01-13,171.521667,ADDYY
2021-01-14,169.840378,ADDYY
2021-01-15,164.139404,ADDYY
2021-01-19,168.419968,ADDYY
2021-01-20,167.637314,ADDYY
2021-01-21,168.304016,ADDYY
2021-01-22,163.975143,ADDYY
2021-01-25,159.047226,ADDYY
2021-01-26,163.211807,ADDYY
2021-01-27,157.530167,ADDYY
2021-01-28,155.559006,ADDYY
2021-01-29,154.447769,ADDYY
2021-02-01,158.593063,ADDYY
2021-02-02,162.564407,ADDYY
2021-02-03,161.366241,ADDYY
2021-02-04,159.288757,ADDYY
2021-02-05,162.863953,ADDYY
2021-02-08,163.868866,ADDYY
2021-02-09,167.125183,ADDYY
2021-02-10,164.023468,ADDYY
2021-02-11,172.178741,ADDYY
2021-02-12,171.106186,ADDYY
2021-02-16,173.13533,ADDYY
2021-02-17,170.545761,ADDYY
2021-02-18,169.077026,ADDYY
2021-02-19,172.014481,ADDYY
2021-02-22,171.454041,ADDYY
2021-02-23,171.096542,ADDYY
2021-02-24,170.275192,ADDYY
2021-02-25,171.531357,ADDYY
2021-02-26,169.714752,ADDYY
2021-03-01,171.579666,ADDYY
2021-03-02,170.352493,ADDYY
2021-03-03,168.593887,ADDYY
2021-03-04,161.472519,ADDYY
2021-03-05,157.964996,ADDYY
2021-03-08,160.380646,ADDYY
2021-03-09,157.897354,ADDYY
2021-03-10,167.318451,ADDYY
2021-03-11,173.898682,ADDYY
2021-03-12,174.033981,ADDYY
2021-03-15,168.874115,ADDYY
2021-03-16,165.849701,ADDYY
2021-03-17,166.284515,ADDYY
2021-03-18,164.757828,ADDYY
2021-03-19,162.487106,ADDYY
2021-03-22,160.979736,ADDYY
2021-03-23,161.259933,ADDYY
2021-03-24,158.786301,ADDYY
2021-03-25,150.457108,ADDYY
2021-03-26,150.804977,ADDYY
2021-03-29,151.027222,ADDYY
2021-03-30,150.080276,ADDYY
2021-03-31,151.713242,ADDYY
2021-04-01,155.781235,ADDYY
2021-04-05,158.738007,ADDYY
2021-04-06,157.394897,ADDYY
2021-04-07,156.090424,ADDYY
2021-04-08,159.172821,ADDYY
2021-04-09,161.201981,ADDYY
2021-04-12,163.028214,ADDYY
2021-04-13,162.583725,ADDYY
2021-04-14,160.399963,ADDYY
2021-04-15,161.02803,ADDYY
2021-04-16,161.269608,ADDYY
2021-04-19,161.317917,ADDYY
2021-04-20,157.414215,ADDYY
2021-04-21,158.815292,ADDYY
2021-04-22,156.583237,ADDYY
2021-04-23,155.916504,ADDYY
2021-04-26,154.670029,ADDYY
2021-04-27,154.003296,ADDYY
2021-04-28,152.215714,ADDYY
2021-04-29,153.210953,ADDYY
2021-04-30,149.56813,ADDYY
2021-05-03,152.573212,ADDYY
2021-05-04,148.263687,ADDYY
2021-05-05,151.577972,ADDYY
2021-05-06,152.534576,ADDYY
2021-05-07,164.110428,ADDYY
2021-05-10,167.221802,ADDYY
2021-05-11,168.139755,ADDYY
2021-05-12,167.888535,ADDYY
2021-05-13,169.513962,ADDYY
2021-05-14,172.061951,ADDYY
2021-05-17,177.226242,ADDYY
2021-05-18,174.844223,ADDYY
2021-05-19,175.439728,ADDYY
2021-05-20,178.290344,ADDYY
2021-05-21,179.07132,ADDYY
2021-05-24,182.244095,ADDYY
2021-05-25,179.627777,ADDYY
2021-05-26,177.284821,ADDYY
2021-05-27,177.929123,ADDYY
2021-05-28,179.012741,ADDYY
2021-06-01,178.339142,ADDYY
2021-06-02,177.851028,ADDYY
2021-06-03,177.665558,ADDYY
2021-06-04,176.845505,ADDYY
2021-06-07,177.128616,ADDYY
2021-06-08,176.132843,ADDYY
2021-06-09,174.678253,ADDYY
2021-06-10,174.746597,ADDYY
2021-06-11,174.990646,ADDYY
2021-06-14,174.424438,ADDYY
2021-06-15,173.741074,ADDYY
2021-06-16,172.188843,ADDYY
2021-06-17,170.021606,ADDYY
2021-06-18,167.161224,ADDYY
2021-06-21,169.718979,ADDYY
2021-06-22,170.089935,ADDYY
2021-06-23,169.972778,ADDYY
2021-06-24,171.124756,ADDYY
2021-06-25,180.62355,ADDYY
2021-06-28,180.574738,ADDYY
2021-06-29,184.948288,ADDYY
2021-06-30,182.341736,ADDYY
2021-07-01,182.312439,ADDYY
2021-07-02,183.230103,ADDYY
2021-07-06,180.769974,ADDYY
2021-07-07,183.835373,ADDYY
2021-07-08,183.064148,ADDYY
2021-07-09,184.792068,ADDYY
2021-07-12,186.227158,ADDYY
2021-07-13,184.987335,ADDYY
2021-07-14,186.402878,ADDYY
2021-07-15,182.136734,ADDYY
2021-07-16,179.042038,ADDYY
2021-07-19,176.33786,ADDYY
2021-07-20,176.982178,ADDYY
2021-07-21,178.671082,ADDYY
2021-07-22,178.661301,ADDYY
2021-07-23,182.566254,ADDYY
2021-07-26,180.115906,ADDYY
2021-07-27,179.159195,ADDYY
2021-07-28,178.768692,ADDYY
2021-07-29,179.002991,ADDYY
2021-07-30,177.724121,ADDYY
2021-08-02,183.688934,ADDYY
2021-08-03,188.423676,ADDYY
2021-08-04,193.958954,ADDYY
2021-08-05,184.020859,ADDYY
2021-08-06,179.627777,ADDYY
2021-08-09,179.647324,ADDYY
2021-08-10,177.187195,ADDYY
2021-08-11,176.455017,ADDYY
2021-08-12,180.145187,ADDYY
2021-08-13,183.913467,ADDYY
2021-08-16,180.926193,ADDYY
2021-08-17,177.314102,ADDYY
2021-08-18,174.697784,ADDYY
2021-08-19,173.106522,ADDYY
2021-08-20,172.950317,ADDYY
2021-08-23,176.474533,ADDYY
2021-08-24,175.049225,ADDYY
2021-08-25,176.347626,ADDYY
2021-08-26,174.570877,ADDYY
2021-08-27,175.400665,ADDYY
2021-08-30,174.082764,ADDYY
2021-08-31,173.282242,ADDYY
2021-09-01,174.278015,ADDYY
2021-09-02,174.863739,ADDYY
2021-09-03,173.008896,ADDYY
2021-09-07,173.047928,ADDYY
2021-09-08,171.720245,ADDYY
2021-09-09,172.022903,ADDYY
2021-09-10,172.042404,ADDYY
2021-09-13,171.944794,ADDYY
2021-09-14,169.025833,ADDYY
2021-09-15,164.740143,ADDYY
2021-09-16,164.417999,ADDYY
2021-09-17,162.026215,ADDYY
2021-09-20,160.786392,ADDYY
2021-09-21,161.713806,ADDYY
2021-09-22,162.699829,ADDYY
2021-09-23,166.058075,ADDYY
2021-09-24,160.923065,ADDYY
2021-09-27,158.804626,ADDYY
2021-09-28,152.585999,ADDYY
2021-09-29,153.366989,ADDYY
2021-09-30,154.362747,ADDYY
2021-10-01,154.84111,ADDYY
2021-10-04,151.277847,ADDYY
2021-10-05,149.169159,ADDYY
2021-10-06,148.515091,ADDYY
2021-10-07,150.301605,ADDYY
2021-10-08,148.026962,ADDYY
2021-10-11,146.992157,ADDYY
2021-10-12,146.279495,ADDYY
2021-10-13,149.471802,ADDYY
2021-10-14,151.316879,ADDYY
2021-10-15,155.797806,ADDYY
2021-10-18,153.571991,ADDYY
2021-10-19,153.103409,ADDYY
2021-10-20,153.005783,ADDYY
2021-10-21,156.861908,ADDYY
2021-10-22,157.779587,ADDYY
2021-10-25,157.75029,ADDYY
2021-10-26,158.43364,ADDYY
2021-10-27,158.131027,ADDYY
2021-10-28,161.733353,ADDYY
2021-10-29,159.819916,ADDYY
2021-11-01,161.674774,ADDYY
2021-11-02,161.450226,ADDYY
2021-11-03,166.038559,ADDYY
2021-11-04,165.7164,ADDYY
2021-11-05,168.225327,ADDYY
2021-11-08,166.292374,ADDYY
2021-11-09,167.600525,ADDYY
2021-11-10,158.209122,ADDYY
2021-11-11,157.701477,ADDYY
2021-11-12,157.223114,ADDYY
2021-11-15,156.969299,ADDYY
2021-11-16,157.974838,ADDYY
2021-11-17,157.584335,ADDYY
2021-11-18,157.574585,ADDYY
2021-11-19,155.60257,ADDYY
2021-11-22,152.761719,ADDYY
2021-11-23,149.754898,ADDYY
2021-11-24,147.450974,ADDYY
2021-11-26,140.256119,ADDYY
2021-11-29,140.627075,ADDYY
2021-11-30,141.164017,ADDYY
2021-12-01,141.554504,ADDYY
2021-12-02,141.730209,ADDYY
2021-12-03,138.352448,ADDYY
2021-12-06,140.636841,ADDYY
2021-12-07,145.576599,ADDYY
2021-12-08,145.654709,ADDYY
2021-12-09,142.267151,ADDYY
2021-12-10,141.281158,ADDYY
2021-12-13,139.094376,ADDYY
2021-12-14,136.673309,ADDYY
2021-12-15,139.699661,ADDYY
2021-12-16,138.206024,ADDYY
2021-12-17,137.571442,ADDYY
2021-12-20,135.921616,ADDYY
2021-12-21,136.604965,ADDYY
2021-12-22,138.14743,ADDYY
2021-12-23,138.889374,ADDYY
2021-12-27,140.441589,ADDYY
2021-12-28,140.314667,ADDYY
2021-12-29,140.773514,ADDYY
2021-12-30,139.621552,ADDYY
2021-12-31,140.578262,ADDYY
2022-01-03,143.653412,ADDYY
2022-01-04,142.579559,ADDYY
2022-01-05,141.837601,ADDYY
2022-01-06,139.533691,ADDYY
2022-01-07,137.483597,ADDYY
2022-01-10,138.040039,ADDYY
2022-01-11,142.208588,ADDYY
2022-01-12,142.120728,ADDYY
2022-01-13,142.16954,ADDYY
2022-01-14,141.700928,ADDYY
2022-01-18,140.753983,ADDYY
2022-01-19,140.685654,ADDYY
2022-01-20,140.490402,ADDYY
2022-01-21,138.088852,ADDYY
2022-01-24,136.419495,ADDYY
2022-01-25,132.48526,ADDYY
2022-01-26,133.207657,ADDYY
2022-01-27,131.71402,ADDYY
2022-01-28,129.32225,ADDYY
2022-01-31,133.285767,ADDYY
2022-02-01,134.623215,ADDYY
2022-02-02,136.956406,ADDYY
2022-02-03,134.691559,ADDYY
2022-02-04,135.404205,ADDYY
2022-02-07,134.252243,ADDYY
2022-02-08,133.920319,ADDYY
2022-02-09,136.956406,ADDYY
2022-02-10,134.574417,ADDYY
2022-02-11,128.716995,ADDYY
2022-02-14,127.115952,ADDYY
2022-02-15,131.147812,ADDYY
2022-02-16,131.118515,ADDYY
2022-02-17,127.252625,ADDYY
2022-02-18,126.754738,ADDYY
2022-02-22,122.830261,ADDYY
2022-02-23,119.286522,ADDYY
2022-02-24,117.841682,ADDYY
2022-02-25,118.398132,ADDYY
2022-02-28,115.039879,ADDYY
2022-03-01,110.793243,ADDYY
2022-03-02,111.720673,ADDYY
2022-03-03,107.600952,ADDYY
2022-03-04,99.664131,ADDYY
2022-03-07,92.391159,ADDYY
2022-03-08,98.492645,ADDYY
2022-03-09,113.12645,ADDYY
2022-03-10,108.118355,ADDYY
2022-03-11,108.294075,ADDYY
2022-03-14,109.641281,ADDYY
2022-03-15,109.084831,ADDYY
2022-03-16,115.654915,ADDYY
2022-03-17,116.33828,ADDYY
2022-03-18,117.724533,ADDYY
2022-03-21,115.000832,ADDYY
2022-03-22,116.943542,ADDYY
2022-03-23,112.628571,ADDYY
2022-03-24,113.243607,ADDYY
2022-03-25,114.268654,ADDYY
2022-03-28,115.391327,ADDYY
2022-03-29,118.593391,ADDYY
2022-03-30,117.578102,ADDYY
2022-03-31,114.044121,ADDYY
2022-04-01,113.546234,ADDYY
2022-04-04,114.317467,ADDYY
2022-04-05,111.525429,ADDYY
2022-04-06,107.893814,ADDYY
2022-04-07,109.231262,ADDYY
2022-04-08,109.641281,ADDYY
